C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,Classification
0.4980988391349892,4.4027079111482195,0.028641976629376585,-2.263598551240347,2.2003741900054736,0.15625575491279756,0.13677829357890048,-0.1725059686089669,-0.8566561289105435,-1.185008214148559,-0.15032865502700782,0.35028212522481933,0
0.9147922030825657,6.149206213818019,-0.8563177236022251,-2.2103574351763675,3.115811526366589,0.691435601124561,-0.5871500247431188,-0.5884742987020983,-1.0272063261776954,-1.4759640138913648,1.0597806012550879,-0.5625146932522683,4
0.023082584333418532,5.970505140470653,-0.5603643129043869,-1.8262844879121811,1.800686359379117,0.7590904756491321,-0.7175400724121548,-0.6000172075151737,-0.9144162597038548,-2.0559331843733486,0.8592377400126093,-1.080052226885444,4
-0.6884333839325897,4.067353704230435,-1.148038225817405,-2.248054789302243,-0.7090138668191825,0.1386572703475559,0.6245546583428836,0.7546810733147401,-0.1645079929907044,-1.729564169110166,-0.46069250178871524,-0.1619633846347721,4
-1.61282240557758,2.42130452160062,-1.3071767875672677,-2.7268109258256827,-0.1751871679177135,-0.12508769485949967,0.7122880981781002,0.7891382035780926,0.7297593558423949,-0.8572106667515363,-0.3955734975172171,-0.04053505020154651,4
-1.6436817720007697,2.0920305560347816,-1.7861195902690432,-3.9226346442747015,-0.9733457623238719,-0.15084615170384094,0.9865238950336025,1.1378703404523354,1.4909497584040068,-0.17115492048081432,-1.5500783353277812,0.8396409902714624,4
-1.4764371352868955,1.8317526986171566,-1.7962425019123789,-3.7903156973417547,-1.0765626982040153,-0.5207139599915509,1.4135517913225741,1.4354034841528038,2.3102874323284044,0.6228922082545303,-1.4904742977967493,0.9183659024499791,4
-0.8926831424693178,2.839440784700931,-2.368931666049369,-2.705345360067485,-0.16150485306109652,-0.39983847880968093,0.61125270959966,0.2035729718776735,1.4540781338093252,0.044868976577502565,0.11177474064392769,-0.3256349277665737,4
-1.5828968787987623,1.3327018757192561,-1.443052320861516,-1.6276206742462,-0.48409359241328753,-0.7329574774220333,0.935315538714115,0.7036460614933688,1.21067803710627,-0.01967030647907072,-0.1080690648668445,-0.3701546734612484,4
-1.8482726425175844,0.6423470311507395,-0.7711382187258946,-1.4257833522927466,0.12742405127768633,-0.9698466070067546,1.348543017644873,0.6166235229785499,0.9799667922773128,-0.2654854828009561,0.39350263742822467,-0.6402169268661051,4
-1.7893472803901156,1.4902928866955303,-1.364427688527548,-1.6488610336413498,1.262841343468652,-0.26293360073717165,-0.9540324179796237,-0.5511894718558824,0.2936693122236928,-0.027303053759835175,0.16777798766798993,-0.5071667906636068,4
-2.799607613920051,-0.3202787864113663,-0.4205456009766211,-2.7232536953400346,1.672446648795002,0.30934296427489144,-0.5322525723726043,-0.2237900592350909,1.0132923232135551,0.9138691383044838,-0.49118960874465617,-0.16846481559904608,4
-2.4541547971046342,-0.6211715360081633,-0.18944159657932771,-1.6102791136743726,0.5942273394517642,0.11940694097290762,-0.7374016747961596,-0.505800124801503,0.352809710450429,0.7509247198662861,-0.570603199451541,-0.0021902965897742433,4
-2.8718227066241306,-1.7162417957132114,0.9049424619592231,-1.8230092177097126,0.40894179649356993,-0.16535814496950174,-0.986834316674503,-0.6666550468597329,0.9218927324177969,0.9477762125270822,0.29654259765448077,-0.9031165318193808,4
